oui,companyName
00:1B:E0,Telenot Electronic GmbH
00:97:FF,Heimann Sensor GmbH
54:A4:93:4,"Shenzhen C & D Electronics Co, Ltd"
FC:7F:F1,"Aruba, a Hewlett Packard Enterprise Co"
0:15:30,Dell Emc
0C:D7:46,"Apple, Inc"
28:2C:02:6,Lookman Electroplast Industries Ltd
0.00599537037037,Selea Srl
0.006979166666667,Dominion Lasercom Inc
70:B3:D5:71:B,elsys
94:CC:04:E,SynchronicIT BV
58:FB:96,Ruckus Wireless
0:01:48,X-traWeb Inc
0:15:45,"Seecode Co, Ltd"
A0:04:3E,Parker Hannifin Manufacturing Germany GmbH & Co KG
70:82:0E,as electronics GmbH
B8:32:41,"Wuhan Tianyu Information Industry Co, Ltd"
18:E7:77,"vivo Mobile Communication Co, Ltd"
8C:55:4A,Intel Corp
00:80:8C,"NetScout Systems, Inc"
00:04:F7,"Omega Band, Inc"
64:4D:70,dSPACE GmbH
00:1D:36,Electronics Corp OF India Ltd
F0:1C:13,LG Electronics (Mobile Communications)
C4:E1:A1,"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
00:05:5E,"Cisco Systems, Inc"
A8:86:DD,"Apple, Inc"
70:B3:D5:D7:6,attocube systems AG
14:43:19,Creative&Link Tech Ltd
10:F3:DB,"Gridco Systems, Inc"
10:5A:F7,Adb Italia
DC:EF:80,"Huawei Tech Co, Ltd"
A4:53:EE:2,Ubisafe Smart Devices
0.007303240740741,"Intelligent Platforms, Llc"
F4:DC:4D,"Beijing Ccd Digital Tech Co, Ltd"
B0:9B:D4,Gnh Software India Private Ltd
70:B3:D5:A8:D,Code Blue Corp
0:03:21,"Reco Research Co, Ltd"
00:0F:B4,Timespace Tech
00:50:C2:7E:5,Nystrom Engineering
90:C6:82:3,Innovative Electronic Tech
A4:CC:32,"Inficomm Co, Ltd"
08:C0:21,"Huawei Tech Co, Ltd"
C4:7C:8D:1,Lynx Innovation Litimed
DC:BF:E9,"Motorola Mobility Llc, a Lenovo Co"
00:D0:44,"Alidian Networks, Inc"
00:0B:06,"Arris Group, Inc"
00:14:8E,Tele Power Inc
70:B3:D5:36:E,ElectrÃ³nica FalcÃ³n S.A.U
70:69:79:5,Ibyte
58:48:49:5,"Hubei Shudi Communication Tech Co, Ltd"
00:0F:85,Addo-Japan Corp
0:15:18,"Shenzhen 10moons Tech Development Co, Ltd"
40:5F:7D,Tct mobile Ltd
54:3A:D6,"Samsung Electronics Co, Ltd"
00:05:A8,Wyle Electronics
F8:A1:88,Led Roadway Lighting
70:B3:D5:C4:B,Anker-East
64:0E:36,Taztag
70:B3:D5:1D:E,"Dycec, S.A."
00:40:6F,Sync Research Inc
0.011493055555556,U4ea Tech Inc
00:17:4E,"Parama-Tech Co, Ltd"
00:1B:C5:04:0,Ooo Actidata
E8:80:2E,"Apple, Inc"
28:5F:2F,"RNware Co, Ltd"
00:D0:62,Digigram
00:0F:6D,Midas Engineering
00:50:C2:A3:A,Telecor Inc
70:B0:35,"Shenzhen Zowee Tech Co, Ltd"
D4:BF:2D,SE Controls Asia Pacific Ltd
3C:CD:93,LG Electronics Inc
70:B3:D5:08:4,Rako Controls Ltd
CC:66:0A,"Apple, Inc"
00:04:FE,Pelago Networks
00:0C:54,"Pedestal Networks, Inc"
00:13:D1,Kirk telecom A/S
64:31:39:5,"Shenzhen He&e Tech Co, Ltd"
3C:FA:D3:0,Home Control AS
64:76:BA,"Apple, Inc"
70:B3:D5:08:F,Deuta Werke GmbH
C0:2F:F1,Volta Networks
00:50:C2:EC:3,Aplex Tech Inc
60:E9:56,"Ayla Networks, Inc"
70:B3:D5:EC:7,Neoptix Inc
FC:D2:B6:C,"Silicon (Shenzhen) Electronic Tech Co, Ltd"
4C:EB:BD,"Chongqing Fugui Electronics Co, Ltd"
00:D0:2A,Voxent Systems Ltd
00:50:C2:9A:D,Chronos Tech Ltd
D4:96:DF,"Sungjin C&T Co, Ltd"
B8:5F:98,Amazon Tech Inc
70:B3:D5:C6:D,Cyviz AS
70:B3:D5:EC:A,Transtronic AB
70:B3:D5:07:0,Lumiplan Duhamel
28:2C:02:A,Tokin Ltd
C0:D4:6B,"Huawei Device Co, Ltd"
00:50:C2:6F:6,AV SatCom AS
EC:46:44,Ttk Sas
B8:AF:67,Hewlett Packard
D4:3D:7E,"Micro-Star Int'L Co, Ltd"
70:B3:D5:71:8,Peek Traffic
E4:1E:0A:3,Avast Software s.r.o.
74:8A:28,Hmd Global Oy
8C:1F:64:30:A,Xcom Labs
00:C0:2D,"Fuji Photo Film Co, Ltd"
00:50:C2:70:3,Sae IT-systems GmbH & Co KG
E4:8A:D5,"RF Window Co, Ltd"
70:B3:D5:37:A,"Apg Cash Drawer, Llc"
40:B4:CD,Amazon Tech Inc
38:65:B2,"Apple, Inc"
00:00:A0,"Sanyo Electric Co, Ltd"
00:0E:73,Tpack A/S
4C:B8:B5,"Shenzhen Youhua Tech Co, Ltd"
A8:F4:70,"Fujian Newland Communication Science Tech Co, Ltd"
E8:1D:A8,Ruckus Wireless
1C:B7:96,"Huawei Tech Co, Ltd"
34:9F:7B,Canon Inc
D8:EF:42,"Huawei Device Co, Ltd"
0.021759259259259,"Cisco Systems, Inc"
00:0A:9C,"Server Tech, Inc"
00:0A:DB,Trilliant
4C:91:7A:0,"Shenzhen Dangs Science & Tech Co, Ltd"
0:23:08,Arcadyan Tech Corp
00:50:C2:B6:2,Measurement Tech NW
B0:EA:BC,Askey Computer Corp
00:50:C2:52:C,Vitec Multimedia
00:50:C2:89:7,"Odf Optronics, Inc"
70:B3:D5:66:B,Innitive B.V.
CC:F3:A5,"Chi Mei Communication Systems, Inc"
98:BC:57,Sva Tech CoLtd
40:D8:55:03:5,"Mesotech International, Inc"
9C:99:A0,Xiaomi Communications Co Ltd
70:B3:D5:3A:D,CT Co
0.000925925925926,Cray Communications A/S
00:04:2F,"International Communications Products, Inc"
00:1D:2E,Ruckus Wireless
70:B3:D5:77:0,Strega
80:E4:DA:E,Akenori Pte Ltd
24:05:F5,Integrated Device Tech (Malaysia) Sdn. Bhd.
44:65:7F,Calix Inc
84:8B:CD,Ieee Registration Authority
08:B4:9D,Tecno Mobile Ltd
00:19:4D,Avago Tech Sdn Bhd
C8:EE:08,"Tangtop Tech Co, Ltd"
00:1B:C5:0B:B,Triax A/S
00:80:E2,"T.D.I. Co, Ltd"
00:19:CF,"Salicru, S.A."
00:24:A9,Ag Leader Tech
0:04:07,"Topcon Positioning Systems, Inc"
40:F3:85:1,Johnson Matthey
98:06:37:4,"Chengdu Shuwei Communication Tech Co, Ltd"
B0:10:41,"Hon Hai Precision Ind. Co, Ltd"
20:28:BC,"Visionscape Co,. Ltd"
70:B3:D5:61:5,"Jsc ""Otzvuk"""
00:50:C2:6B:1,Burk Tech
00:50:C2:6B:F,Optoplan as
30:EB:25,Intek Digital
70:B3:D5:59:B,Automatizacion Y Conectividad SA DE CV
08:E4:DF,"Shenzhen Sande Dacom Electronics Co, Ltd"
60:E3:27,"TP-Link Tech Co, Ltd"
74:D6:EA,Texas Instruments
A8:D8:28,Ascensia Diabetes Care
14:8F:21,Garmin International
20:A2:E4,"Apple, Inc"
8C:1F:64:28:A,Arcopie
0.000752314814815,Network General Corp
00:06:1F,Vision Components GmbH
0:12:26,Japan Direx Corp
00:50:C2:B9:7,ikerlan
94:8D:EF,Oetiker Schweiz AG
2C:53:D7,Sonova AG
0:14:09,Magneti Marelli S.E. S.p.A.
0:14:23,J-S Co Neurocom
00:50:C2:8A:A,Ats Elektronik GmbH
00:60:D7,Ecole Polytechnique Federale DE Lausanne (Epfl)
00:1E:39,Comsys Communication Ltd
98:F9:C7:5,"Tonycore Tech Co, Ltd"
78:23:AE,"Arris Group, Inc"
7C:CB:E2:0,"Heyuan Yongyida Tech Holdings Co, Ltd"
48:68:4A,Intel Corp
00:50:C2:DB:D,Margento R&D
AC:EE:3B,6harmonics Inc
0:11:46,Telecard-Pribor Ltd
00:18:A1,"Tiqit Computers, Inc"
00:50:C2:D7:9,"Dsi RF Systems, Inc"
FC:1D:43,"Apple, Inc"
70:B3:D5:BD:A,"5-D Systems, Inc"
E0:5A:9F:6,Fibrain
70:B3:D5:BA:6,Gluon Solutions Inc
70:B3:D5:0A:F,KMtronic Ltd
0C:C8:44,"Cambridge Mobile Telematics, Inc"
0.042060185185185,Robert Bosch GmbH
00:90:8E,Nortel Networks Broadband Access
00:0A:00,Mediatek Corp
D0:9F:D9:E,Minibems Ltd
00:03:4E,"Pos Data Co, Ltd"
00:50:C2:44:7,Grupo Epelsa S.L.
70:B3:D5:E2:D,Private
00:26:FE,Mkd Tech Inc
F0:9C:BB,RaonThink Inc
2C:37:31,"Shenzhen Yifang Digital Tech Co, Ltd"
70:B3:D5:40:5,MG s.r.l.
70:B3:D5:E5:0,Advanced Vision Tech Ltd
00:E0:FC,"Huawei Tech Co, Ltd"
0:01:25,"Yaesu Musen Co, Ltd"
00:50:2D,"Accel, Inc"
E8:1B:4B,amnimo Inc
00:1E:B7,"TBTech, Co, Ltd"
0:24:06,Pointmobile
1C:11:E1,Wartsila Finland Oy
A8:2B:B5,Edgecore Networks Corp
74:5B:C5:6,Yekani Manufacturing Pty Ltd
8C:5F:AD,"Fiberhome Telecommunication Tech Co, Ltd"
90:69:76,Withrobot Inc
00:50:C2:C9:A,Pacomp Sp. z o.o.
40:D8:55:05:B,"Data Flow Systems, Inc"
1C:A0:D3:C,Lyt Inc
40:D8:55:14:8,Seiko Time Systems Inc
CC:1B:E0:0,"Microtech System, Inc"
0:00:35,Spectragraphics Corp
0:26:42,"Arris Group, Inc"
18:00:DB,Fitbit Inc
A4:83:E7,"Apple, Inc"
00:1A:CE,Yupiteru Corp
00:50:C2:C9:7,"Mstronic Co, Ltd"
BC:DD:C2,Espressif Inc
00:1B:C6,Strato Rechenzentrum AG
DC:8B:28,Intel Corp
00:80:E0,"Xtp Systems, Inc"
00:04:6F,Digitel S/A Industria Eletronica
00:50:C2:20:6,Windmill Innovations
18:66:E3,"Veros Systems, Inc"
CC:39:8C,Shiningtek
0.014618055555556,Wipro Infotech Ltd
0C:27:55,Valuable Techologies Ltd
00:14:2F,Savvius
00:16:2F,GeutebrÃ¼ck GmbH
00:1B:AE,"Micro Control Systems, Inc"
B0:AD:AA,Avaya Inc
00:1B:C5:0A:2,Hettich Benelux
00:90:D4,BindView Development Corp
00:09:C7,Movistec
00:0B:AB,"Advantech Tech (China) Co, Ltd"
94:CC:04:7,"Gowing Business And Contracting Wenzhou Co, Ltd"
50:E2:4E,zte Corp
CC:46:4E,"Samsung Electronics Co, Ltd"
18:EF:3A,"SichuanÂ AI-LinkÂ TechÂ Co,Â Ltd"
00:80:5E,Lsi Logic Corp
00:50:C2:94:C,Temix
A8:39:44,"Actiontec Electronics, Inc"
00:11:DA,Vivaas Tech Inc
F8:97:CF,"Daeshin-Information Tech Co, Ltd"
70:B3:D5:B6:3,Ideas s.r.l.
70:B3:D5:62:1,Sertec Srl
00:E0:4F,"Cisco Systems, Inc"
0:05:46,Kddi Network & Solultions Inc
00:0A:4B,"DataPower Tech, Inc"
8C:73:6E,Fujitsu Ltd
00:50:C2:AC:F,"SP Controls, Inc"
00:50:C2:EB:2,Otaki Electric Corp
DC:71:44,"Samsung Electro Mechanics Co, Ltd"
28:D4:36,"Jiangsu dewosi electric Co, Ltd"
0:03:39,"Eurologic Systems, Ltd"
00:16:C0,Semtech Corp
00:50:C2:64:8,"Fidelity Comtech, Inc"
D0:9F:D9:A,Eurolan Ltd
00:24:8A,"Kaga Electronics Co, Ltd"
EC:9E:CD,Artesyn Embedded Tech
A4:62:DF,"DS Global. Co, Ltd"
00:50:C2:12:1,Coe Ltd
14:96:E5,"Samsung Electronics Co, Ltd"
CC:2D:1B,Sfr
8A:94:AD,Nexgen A/S
00:20:BB,Zax Corp
48:33:DD,"Zennio Avance Y Tecnologia, S.L."
00:50:C2:F3:2,Net4Things
E4:E0:C5,"Samsung Electronics Co, Ltd"
40:D8:55:04:8,GD Mission Systems
38:90:A5,"Cisco Systems, Inc"
88:10:8F,"Huawei Tech Co, Ltd"
00:17:A8,Edm Corp
00:50:C2:6E:9,Bando electronic communication CoLltd
00:50:C2:C1:2,"Oki Denki Bohsai Co, Ltd"
00:15:F2,ASUSTek Computer Inc
28:39:26,CyberTAN Tech Inc
BC:3E:07,Hitron Tech Inc
0:04:37,"Powin Information Tech, Inc"
00:0A:12,"Azylex Tech, Inc"
34:29:8F:1,"Chengdu Meross Tech Co, Ltd"
90:3A:72,Ruckus Wireless
00:D0:5D,"Intelliworxx, Inc"
00:1E:77,Air2App
70:B3:D5:72:4,"Quan International Co, Ltd"
00:50:C2:76:E,Crinia Corp
00:22:D8,Shenzhen Gst Security and Safety Tech Ltd
0.017384259259259,Rayzone Corp
70:B3:D5:64:E,"BigStuff3, Inc"
A8:23:FE,LG Electronics
8:00:50,Daisy Systems Corp
00:09:F9,"Art Japan Co, Ltd"
00:17:A6,"Yosin Electronics Co, Ltd"
78:CF:F9,"Huawei Device Co, Ltd"
94:54:DF,Yst Corp
70:B3:D5:47:E,Fiber Optika Tech Pvt. Ltd
E4:47:91,"Iris ID Systems, Inc"
08:B4:B1,"Google, Inc"
90:8D:6E,Dell Inc
00:1D:E4,Visioneered Image Systems
D0:BB:80,Shl Telemedicine International Ltd
F8:8A:3C:7,Josh.ai
00:50:C2:F5:B,Saia Burgess Controls AG
70:B3:D5:F8:3,Tata Communications Ltd
CC:AB:2C,"Humax Co, Ltd"
34:FD:6A,"Apple, Inc"
F8:53:29,"Huawei Tech Co, Ltd"
00:E0:BF,Torrent Networking Tech Corp
0.062835648148148,Crypto AG
00:19:B9,Dell Inc
E4:F0:42,"Google, Inc"
70:B3:D5:FC:3,myUpTech AB
8C:AE:49:C,Parametric GmbH
A0:A3:F0,D-Link International
00:1B:C5:05:7,Eree Electronique
70:B3:D5:3B:7,Paul Scherrer Institut (Psi)
CA:30:BF,Ieee 802.1 Working Group
C4:0A:CB,"Cisco Systems, Inc"
00:50:C2:EF:A,Predictive Sensor Tech
E4:69:5A,"Dictum Health, Inc"
E0:B6:F5:2,"Shanghai- British Information Tech Co, Ltd"
F0:C3:71,"Apple, Inc"
00:15:A5,"Dci Co, Ltd"
00:21:C9,Wavecom Asia Pacific Ltd
00:50:C2:B0:9,Harper Chalice Group Ltd
34:6D:9C,Carrier Corp
D8:8C:73,zte Corp
70:B3:D5:99:3,ioThings
48:18:8D,"Weifang Goertek Electronics Co, Ltd"
00:50:C2:E0:D,Unixmedia Srl
64:A0:E7,"Cisco Systems, Inc"
70:B3:D5:B6:A,"Yuyama Mfg Co, Ltd"
00:04:D4,"Proview Electronics Co, Ltd"
00:0F:AA,Nexus Tech
FC:D4:F2,The Coca Cola Co
78:81:CE,China Mobile Iot Ltd Co
00:0C:04,Tecnova
00:1F:C5,"Nintendo Co, Ltd"
F0:67:28,"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
70:B3:D5:A5:0,Lecip Corp
BC:46:99,"TP-Link Tech Co, Ltd"
70:B3:D5:DC:9,Sensoterra BV
0C:73:EB:9,"Beijing L&S Lancom Platform Tech Co, Ltd"
B0:FD:0B:C,Haltian Products Oy
00:25:EA,Iphion BV
58:69:F9,Fusion Transactive Ltd
EC:CB:30,"Huawei Tech Co, Ltd"
84:E0:F4:3,Asl Intercom B.V.
9C:F6:DD:1,"Ithor IT Co, Ltd"
B8:D3:09,"Cox Communications, Inc"
84:11:C2:3,Fujifilm Healthcare Corp
F4:EE:08,Dell Inc
00:00:A1,Marquette Electric Co
0:30:03,Phasys Ltd
E0:FF:F7,Softiron Inc
00:50:E6,Hakusan Corp
64:02:CB,"Arris Group, Inc"
70:B3:D5:50:8,Insevis GmbH
F8:8A:3C:3,Shenzhen Shengyuan Tech Ltd
00:12:D8,"International Games System Co, Ltd"
60:A1:0A,"Samsung Electronics Co, Ltd"
E4:77:23,zte Corp
40:D8:55:0E:1,Stv Electronic GmbH
B0:68:B6,Hangzhou Oye Tech Co Ltd
A4:84:31,"Samsung Electronics Co, Ltd"
F4:97:C2,Nebulon Inc
00:1E:A0,Xln-t
00:21:BD,"Nintendo Co, Ltd"
00:50:C2:9E:8,Hammock Corp
00:07:4C,Beicom Inc
0:23:28,"Alcon Telecommunications Co, Ltd"
BC:F4:5F,zte Corp
C0:A0:E2,Eden Innovations
70:B3:D5:89:B,"ControlWorks, Inc"
DC:E5:33:A,"Amazinglayer Network Co, Ltd"
E0:6C:4E,Shenzhen Tinno Mobile Tech Corp
00:50:3C,Tsinghua Novel Electronics
00:90:8D,Vickers Electronics Systems
00:1A:C7,Unipoint
00:0F:EF,Thales e-Transactions GmbH
00:17:EA,Texas Instruments
A0:AB:1B,D-Link International
1C:83:41,Hefei Bitland Information Tech CoLtd
B0:C0:90,"Chicony Electronics Co, Ltd"
70:B3:D5:12:F,Dsp4you Ltd
1C:BF:CE,"Shenzhen Century Xinyang Tech Co, Ltd"
0:00:23,Abb Industrial Systems AB
00:01:AA,"Airspan Communications, Ltd"
94:F7:20,"Tianjin Deviser Electronics Instrument Co, Ltd"
00:1F:48,Mojix Inc
00:50:C2:DF:E,Xitek Design Ltd
AC:D1:B8,"Hon Hai Precision Ind. Co, Ltd"
58:E8:76:0,"Zhuhai Raysharp Tech Co, Ltd"
70:B3:D5:EE:F,Tattile Srl
00:50:E3,"Arris Group, Inc"
00:0F:95,"Elecom Co, Ltd Laneed Division"
00:1F:17,"Idx Co, Ltd"
44:D5:F2:5,tiga.eleven GmbH
44:C7:FC,"Huawei Device Co, Ltd"
5C:78:F8,"Huawei Device Co, Ltd"
1C:02:19,"Guangdong Oppo Mobile Telecommunications Corp, Ltd"
84:EB:EF,"Cisco Systems, Inc"
80:07:A2,Esson Tech Inc
D8:DC:E9,"Kunshan Erlab ductless filtration system Co, Ltd"
F8:63:3F,Intel Corp
00:50:C2:50:2,Criterion Systems Ltd
08:F6:F8,Get Engineering
00:50:C2:A9:5,Innovaciones MicroelectrÃ³nicas SL (AnaFocus)
D0:7E:35,Intel Corp
60:D7:E3:E,"HuBDIC Co, Ltd"
00:D0:80,Exabyte Corp
00:0C:82,Network Tech Inc
00:12:6F,"Rayson Tech Co, Ltd"
1C:2A:A3,"Shenzhen HongRui Optical Tech Co, Ltd"
A0:FB:C5,"Apple, Inc"
00:21:B2,Fiberblaze A/S
84:83:36,Newrun
B4:66:98,Zealabs srl
BC:76:4E,"Rackspace US, Inc"
70:B3:D5:93:5,Sensor Developments
5C:62:5A,Canon Inc
B8:07:56,Cisco Meraki
DC:4A:9E:7,Astrogate Inc
00:D0:5C,Kathrein TechnoTrend GmbH
00:14:B6,Enswer Tech Inc
84:8E:DF,Sony Corp
60:D7:E3:8,"HindlePower, Inc"
50:62:55:C,Aed Distribution
00:01:E4,"Sitera, Inc"
F4:D0:32,"Yunnan Ideal Information&Tech, Ltd"
B0:3E:B0,Microdia Ltd
68:76:27,"Zhuhai Dingzhi Electronic Tech Co, Ltd"
0:30:24,"Cisco Systems, Inc"
00:50:C2:45:6,Drdc Valcartier
00:1D:C2,Xortec OY
DC:86:D8,"Apple, Inc"
2C:58:4F,"Arris Group, Inc"
00:C0:E5,"Gespac, S.A."
0.035520833333333,PixStream Inc
00:17:FC,Suprema Inc
40:CA:63,Seongji Industry Co
10:28:31,Morion Inc
CC:BD:D3,Ultimaker B.V.
70:B3:D5:8D:F,Dorlet Sau
A0:02:4A:0,"Zhejiang Hechuan Tech Co, Ltd"
60:8A:10,Microchip Tech Inc
0.03568287037037,"Gilbarco, Inc"
00:09:5C,Philips Medical Systems - Cardiac and Monitoring Systems (CM
30:88:41,"SichuanÂ AI-LinkÂ TechÂ Co,Â Ltd"
A8:8D:7B,SunDroid Global Ltd
A4:11:63:8,Dspread Tech (Beijing) Inc
00:A0:69,"Symmetricom, Inc"
00:00:F1,Magna Computer Corp
54:E6:FC,"TP-Link Tech Co, Ltd"
34:E1:D1:C,"Crew by True Rowing, Inc"
00:50:6C,Beijer Electronics Products AB
00:50:C2:7C:D,Precision MicroControl Corp
00:50:C2:9D:4,First
00:0D:F2,Private
70:B3:D5:93:C,Gsp Sprachtechnologie GmbH
84:EA:ED,"Roku, Inc"
30:49:50:6,"Curb, Inc"
8C:1F:64:21:C,Llc Ems-Expert
00:50:C2:86:5,Persy Control Services B.v.
00:50:C2:AC:E,ChronoLogic Pty. Ltd
10:D0:AB,zte Corp
8C:7F:3B,"Arris Group, Inc"
A8:66:7F,"Apple, Inc"
74:DF:BF,Liteon Tech Corp
70:B3:D5:65:1,Roxford
70:B3:D5:44:F,Velvac Inc
00:C0:FF,Seagate Cloud Systems Inc
00:24:C3,"Cisco Systems, Inc"
7C:B2:1B,Cisco Spvtg
70:B3:D5:27:8,Private
B0:95:8E,"TP-Link Tech Co, Ltd"
70:B3:D5:39:1,"Changshu Ruite Electric Co, Ltd"
30:EF:D1,"Alstom Strongwish (Shenzhen) Co, Ltd"
90:B1:1C,Dell Inc
D4:94:E8,"Huawei Tech Co, Ltd"
00:26:FB,"AirDio Wireless, Inc"
44:23:AA,"Farmage Co, Ltd"
9C:54:1C,"Shenzhen My-power Tech Co, Ltd"
78:02:B1,"Cisco Systems, Inc"
10:F1:63,"Tnk Co, Ltd"
00:D0:B8,Iomega Corp
00:05:5C,"Kowa Co, Ltd"
00:0A:F0,"Shin-OH Electronics Co, Ltd R&D"
70:B3:D5:EB:5,Justek Inc
4A:E0:3F,Chengdu Superxon communication Tech Co Ltd
70:B3:D5:EC:9,Qlinx Tech
0:40:55,Metronix GmbH
1C:73:28,Connected Home
70:B3:D5:DF:D,Contiweb
00:09:B2,L&F Inc
40:D8:55:10:1,e.p.g. Elettronica Srl
10:AF:78,"Shenzhen Atue Tech Co, Ltd"
D4:86:60,Arcadyan Corp
00:17:B6,Aquantia Corp
00:50:C2:60:D,Sicon srl
18:78:D4,Verizon
00:1A:99,"Smarty (HZ) Information Electronics Co, Ltd"
14:54:12,"Entis Co, Ltd"
9C:79:AC,"Suntec Software(Shanghai) Co, Ltd"
98:BB:1E,Byd Precision Manufacture Co Ltd
04:CD:15,Silicon Laboratories
00:E0:EB,"Digicom Systems, Inc"
0.00369212962963,"Radius Co, Ltd"
00:18:EE,"Videology Imaging Solutions, Inc"
8C:47:6E:7,Private
00:50:C2:98:2,"Triple Ring Tech, Inc"
04:C3:E6:D,Amiosec Ltd
E4:7E:9A,zte Corp
30:7B:AC,"New H3c Tech Co, Ltd"
70:B3:D5:34:0,Renesas Electronics
34:E1:D1:0,"Tianjin Sublue Ocean Science & Tech Co, Ltd"
70:B3:D5:99:B,Rch Italia SpA
A4:53:EE:4,Williamson Corp
00:0A:1D,Optical Communications Products Inc
1C:C7:2D,"Shenzhen Huapu Digital Co, Ltd"
80:A5:89,AzureWave Tech Inc
04:DF:69,Car Connectivity Consortium
00:11:A6,Sypixx Networks
90:D9:2C,Hug-Witschi AG
AC:86:74,"Open Mesh, Inc"
7C:6F:06,Caterpillar Trimble Control Tech
FC:CD:2F,Ieee Registration Authority
BC:22:28,D-Link International
00:02:1A,Zuma Networks
0.005011574074074,Tkh Security Solutions Usa
00:50:C2:9B:4,Eukrea Electromatique Sarl
00:13:FB,Rkc Instrument Inc
8C:1F:64:AE:F,Scenario Automation
68:2D:83,Shenzhen Dinghe Communication Co
0:13:37,Orient Power Home Network Ltd
00:13:E1,Iprobe AB
84:A2:4D,Birds Eye Systems Private Ltd
00:50:C2:6B:6,CommoDaS GmbH
B0:AC:D2,zte Corp
8C:1F:64:D3:C,Kib Energo Llc
00:50:C2:FE:5,Scandinova Systems AB
68:BF:C4,"Samsung Electronics Co, Ltd"
00:A0:5D,CS Computer Systeme GmbH
14:F6:5A,Xiaomi Communications Co Ltd
70:B3:D5:AF:F,digital-spice
38:3A:21:C,Mission Embedded GmbH
00:50:C2:12:9,TTPCom Ltd
00:0C:A7,"Metro (Suzhou) Tech Co, Ltd"
2C:33:7A,"Hon Hai Precision Ind. Co, Ltd"
40:7D:0F,"Huawei Tech Co, Ltd"
94:7B:E7,"Samsung Electronics Co, Ltd"
70:B3:D5:3A:A,Rcatsone
10:D7:B0,Sagemcom Broadband Sas
20:CE:2A:3,Cuculus GmbH
00:05:AE,Mediaport Usa
00:06:6C,Robinson Corp
C4:55:C2,Bach-Simpson
00:50:C2:A4:C,"VasoNova, Inc"
E4:FF:DD,Electron India
00:B3:42,"MacroSAN Tech Co, Ltd"
28:E7:CF,"Apple, Inc"
94:29:0C,"Shenyang wisdom Foundation Tech Development Co, Ltd"
00:00:F2,Spider Communications
00:50:C2:04:E,"Industrial Electronic Engineers, Inc"
00:13:E2,GeoVision Inc
70:B3:D5:8D:D,"Vertex Co, Ltd"
9C:05:67,"Honor Device Co, Ltd"
70:B3:D5:5F:D,Windar Photonics
E8:EB:11,Texas Instruments
38:F7:CD:C,"Shenzhen Madigi Electronic Tech Co, Ltd"
C0:63:69,Binxin Tech(Zhejiang) Ltd
78:64:C0,"Apple, Inc"
00:A0:F1,Mti
00:0E:51,tecna elettronica srl
00:0E:D5,Copan Systems Inc
E0:6D:17,"Apple, Inc"
A8:C8:3A,"Huawei Tech Co, Ltd"
7C:CB:E2:B,"Easy Broadband Tech Co, Ltd"
E0:02:A5,Abb Robotics
00:16:7E,"Diboss.Co, Ltd"
00:50:C2:EE:4,Rohde&Schwarz Topex SA
00:EB:D5,"Cisco Systems, Inc"
0:12:35,Andrew Corp
70:B3:D5:B4:A,Medex
00:55:DA:E,Victorsure Ltd
00:60:8E,"HE Electronics, Technologie & Systemtechnik GmbH"
40:D8:55:0C:E,Est Analytical
40:D8:55:13:F,"Zhejiang Wellsun Electric Meter Co, Ltd"
CC:22:37:7,"Shanghai Doit Iot Tech Co, Ltd"
84:89:EC:3,Aerionics Inc
30:EB:5A,Landis+Gyr
70:B3:D5:BD:E,Cast Group of Companies Inc
00:0F:05,3B System Inc
00:22:FB,Intel Corp
00:25:BD,Italdata Ingegneria dell'Idea S.p.A.
00:50:C2:FE:2,Pulsotronic Anlagentechnik GmbH
70:B3:D5:C8:4,Linc Tech Corp dba Data-Linc Group
6C:DD:BC,"Samsung Electronics Co, Ltd"
0.041701388888889,"Teraoka Weigh System Pte, Ltd"
00:A0:05,"Daniel Instruments, Ltd"
0.010532407407407,Prokom Software SA
00:50:C2:40:4,NanShanBridge CoLtd
70:B3:D5:E9:D,Intech
0C:E1:59,"Shenzhen iStartek Tech Co, Ltd"
18:C8:E7,"Shenzhen Hualistone Tech Co, Ltd"
F0:0D:F5,"Acoma Medical Industry Co,. Ltd"
D4:76:A0,Fortinet Inc
00:A0:63,"Jrl Systems, Inc"
00:90:66,"Troika Networks, Inc"
00:50:C2:73:C,Simicon
D0:23:DB,"Apple, Inc"
50:FB:19,Chipsea Tech (Shenzhen) Corp
90:96:F3,Buffalo.Inc
00:0E:D7,"Cisco Systems, Inc"
0:14:30,"ViPowER, Inc"
00:50:C2:89:8,"Veeco Process Equipment, Inc"
00:1E:A7,"Actiontec Electronics, Inc"
70:B3:D5:98:C,University of Wisconsin Madison - Department of High Energy Physics
D0:C8:57:C,Dante Security Inc
98:06:37:3,"Hangzhou Sanxin Network Tech Co, Ltd"
AC:0B:FB,Espressif Inc
00:C0:38,Raster Image Processing System
8:00:34,Filenet Corp
00:06:E2,"Ceemax Tech Co, Ltd"
D8:54:A2,"Extreme Networks, Inc"
60:5F:8D,eero Inc
64:AE:F1,"Qingdao Hisense Electronics Co, Ltd"
68:45:71,"Huawei Device Co, Ltd"
00:0A:73,Scientific Atlanta
00:0F:FB,"Nippon Denso Industry Co, Ltd"
44:51:DB,Raytheon Bbn Tech
5C:49:7D,"Samsung Electronics Co, Ltd"
50:4B:5B,CONTROLtronic GmbH
